date,4:Temperature_Habitacion_Sensor,5:Weather_Temperature,6:CO2_Comedor_Sensor,7:CO2_Habitacion_Sensor,8:Humedad_Comedor_Sensor,9:Humedad_Habitacion_Sensor,10:Lighting_Comedor_Sensor,11:Lighting_Habitacion_Sensor,12:Precipitacion,13:Meteo_Exterior_Crepusculo,14:Meteo_Exterior_Viento,15:Meteo_Exterior_Sol_Oest,16:Meteo_Exterior_Sol_Est,17:Meteo_Exterior_Sol_Sud,18:Meteo_Exterior_Piranometro,19:Exterior_Entalpic_1,20:Exterior_Entalpic_2,21:Exterior_Entalpic_turbo,22:Temperature_Exterior_Sensor,3:Temperature_Comedor_Sensor
2012-03-13 14:15:00,20.3267,20.0,213.888,213.312,39.9813,42.1787,61.0693,83.6107,0.0,619.755,2.82667,86682.3,9182.21,81720.7,648.427,0,0,0,21.756,20.8453
2012-03-13 14:30:00,20.4713,20.0,215.413,213.739,40.3587,42.7067,51.2373,59.952,0.0,619.712,2.49467,88648.4,9347.07,75380.1,615.68,0,0,0,21.984,21.0333
2012-03-13 14:45:00,20.9093,20.0,216.021,222.528,40.9107,41.5147,43.3733,52.824,0.0,619.328,2.466,91406.3,9712.64,68515.2,582.869,0,0,0,22.108,21.2333
2012-03-13 15:00:00,21.4253,19.6667,216.256,219.68,41.1987,40.956,36.2653,45.6747,0.0,619.243,2.432,90472.4,9963.52,60604.4,544.533,0,0,0,22.1373,21.4293
2012-03-13 15:15:00,21.8467,19.0,213.173,219.285,41.88,40.6347,34.476,40.16,0.0,619.157,1.732,88391.7,9655.3,52794.7,503.744,0,0,0,22.08,21.488
2012-03-13 15:30:00,22.1573,18.6667,211.093,217.589,43.2213,40.8413,31.1267,32.248,0.0,618.944,1.89133,89134.4,8651.78,44743.3,460.523,0,0,0,21.9373,21.524
2012-03-13 15:45:00,22.404,18.2,211.157,215.136,43.3653,40.8867,21.442,23.44,0.0,618.645,1.64267,88462.7,7906.3,36479.0,415.744,0,0,0,21.7067,21.584
2012-03-13 16:00:00,22.7307,18.0,209.419,214.24,42.744,40.3867,20.822,23.44,0.0,618.56,1.59067,85333.3,7433.22,28270.6,368.917,0,0,0,21.4667,21.612
2012-03-13 16:15:00,22.9373,18.0,209.408,213.632,42.216,39.9227,20.8233,23.44,0.0,618.56,1.732,84587.9,7175.17,21476.7,320.448,0,0,0,21.1773,21.664
2012-03-13 16:30:00,23.2,18.0,209.547,215.029,41.976,39.6133,21.2633,22.244,0.0,618.517,1.59,78588.6,6831.1,16318.5,271.723,0,0,0,20.9373,21.6853
2012-03-13 16:45:00,23.436,18.0,212.715,217.067,41.52,39.084,20.4807,23.44,0.0,617.92,1.94733,74555.4,6515.71,12792.5,222.443,0,0,0,20.7107,21.788
2012-03-13 17:00:00,23.668,18.7333,212.405,216.661,41.3253,38.3013,20.742,22.784,0.0,617.792,1.564,65830.9,5899.26,10106.2,173.835,0,0,0,20.4627,21.832
2012-03-13 17:15:00,23.852,19.0,212.064,216.672,40.8667,37.7867,20.84,23.5853,0.0,617.109,1.544,40424.4,4243.46,6537.22,101.244,0,0,0,20.2047,21.808
2012-03-13 17:30:00,24.0213,18.6667,211.211,216.299,40.9813,37.712,20.9207,23.2253,0.0,615.957,1.08867,3024.9,2229.25,2042.88,24.6653,0,0,0,19.976,21.768
2012-03-13 17:45:00,24.1413,18.0,211.051,216.768,41.4107,37.748,19.4407,23.2427,0.0,615.36,0.844667,2207.74,1576.96,1512.45,15.57,0,0,0,19.756,21.7133
2012-03-13 18:00:00,24.268,18.0,210.763,217.088,41.992,37.8373,11.5887,21.4213,0.0,614.592,1.442,1017.86,222.208,293.888,5.00933,0,0,0,19.5273,21.66
2012-03-13 18:15:00,24.38,18.0,210.571,215.616,43.1973,38.2173,11.5073,13.362,0.0,585.984,0.969333,0.0,0.0,0.0,-2.93933,0,0,0,19.3013,21.596
2012-03-13 18:30:00,24.0707,17.8667,209.92,216.107,43.8213,39.356,11.5073,13.1027,0.0,150.851,0.798667,0.0,0.0,0.0,-3.904,0,0,0,19.0413,21.5307
2012-03-13 18:45:00,23.588,17.0,209.792,215.477,44.3893,40.1587,11.5073,13.6067,0.0,4.60667,0.228,0.0,0.0,0.0,-3.708,0,0,0,18.768,21.4493
2012-03-13 19:00:00,23.2867,17.0,210.059,214.987,44.68,40.752,11.4427,13.0213,0.0,0.782,0.324,0.0,0.0,0.0,-3.64267,0,0,0,18.4967,21.3747
2012-03-13 19:15:00,23.032,16.2667,210.069,215.115,44.64,41.2507,11.426,13.5413,0.0,0.65,0.716,0.0,0.0,0.0,-3.708,0,0,0,18.23,21.276
2012-03-13 19:30:00,22.7747,15.6667,209.909,216.0,44.8213,41.616,11.3113,12.7773,0.0,0.65,0.110667,0.0,0.0,0.0,-3.904,0,0,0,18.0053,21.1987
2012-03-13 19:45:00,22.5533,15.6,210.656,214.901,44.7493,42.0027,11.67,13.3787,0.0,0.65,0.661333,0.0,0.0,0.0,-3.57733,0,0,0,17.7807,21.0933
2012-03-13 20:00:00,22.352,15.0,210.667,214.549,44.5867,42.4373,11.524,13.0213,0.0,0.65,0.615333,0.0,0.0,0.0,-3.64267,0,0,0,17.576,21.0
2012-03-13 20:15:00,22.1227,15.0,209.877,213.888,44.3227,42.6267,11.6053,13.0213,0.0,0.65,0.458667,0.0,0.0,0.0,-3.64267,0,0,0,17.3707,20.9053
2012-03-13 20:30:00,21.9347,15.0,210.315,213.675,44.4693,42.7493,11.7847,13.2153,0.0,0.65,0.132,0.0,0.0,0.0,-3.64267,0,0,0,17.1607,20.816
2012-03-13 20:45:00,21.7133,15.0,209.429,214.123,44.0507,42.808,11.4427,13.2653,0.0,0.65,0.119333,0.0,0.0,0.0,-3.512,0,0,0,16.9407,20.72
2012-03-13 21:00:00,21.5373,15.0,209.216,214.304,43.6827,42.8533,11.5887,12.5813,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,16.6853,20.628
2012-03-13 21:15:00,21.348,14.6,210.539,215.275,43.8027,42.856,11.524,13.1827,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,16.416,20.5253
2012-03-13 21:30:00,21.148,14.0667,211.04,216.832,43.624,42.9227,11.5887,12.8587,0.0,0.694,0.0,0.0,0.0,0.0,-3.38133,0,0,0,16.22,20.43
2012-03-13 21:45:00,20.9813,12.9333,211.317,217.867,43.136,42.9413,11.524,12.8587,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,16.0547,20.3147
2012-03-13 22:00:00,20.8107,12.0,212.384,218.891,43.2,43.016,11.6053,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-3.512,0,0,0,15.876,20.2133
2012-03-13 22:15:00,20.66,12.0,213.163,219.68,42.8533,43.0853,11.524,13.1833,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,15.7213,20.114
2012-03-13 22:30:00,20.4753,11.6,213.472,219.744,42.7333,43.1307,11.7847,13.1027,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,15.5673,20.0053
2012-03-13 22:45:00,20.3147,10.1333,214.827,219.627,42.6853,43.1813,11.6053,13.184,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,15.4147,19.9007
2012-03-13 23:00:00,20.164,10.3333,214.336,219.797,42.1973,43.24,11.524,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-3.512,0,0,0,15.26,19.7953
2012-03-13 23:15:00,19.9967,11.0,215.136,221.461,41.9947,43.2427,11.524,14.4027,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,15.066,19.6773
2012-03-13 23:30:00,19.846,11.0,216.384,221.931,41.7573,43.248,11.6053,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,14.864,19.5727
2012-03-13 23:45:00,19.6773,10.2667,216.971,223.499,41.3467,43.2293,11.524,13.184,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,14.6387,19.442
2012-03-14 00:00:00,19.526,10.0,217.835,223.381,41.432,43.1573,11.6053,13.0207,0.0,0.65,0.0,0.0,0.0,0.0,-3.25067,0,0,0,14.4433,19.3327
2012-03-14 00:15:00,19.3733,9.46667,219.115,223.637,41.0427,43.16,11.6053,13.5413,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,14.2667,19.238
2012-03-14 00:30:00,19.2087,9.0,219.2,225.131,41.0133,43.152,11.524,13.1027,0.0,0.738,0.0,0.0,0.0,0.0,-3.44667,0,0,0,13.9887,19.0933
2012-03-14 00:45:00,19.0527,9.0,221.493,227.509,41.152,43.1573,11.524,13.2653,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,13.7673,18.962
2012-03-14 01:00:00,18.8973,9.0,222.229,226.208,41.152,43.24,11.5073,12.4353,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,13.6213,18.8533
2012-03-14 01:15:00,18.734,9.0,222.155,226.091,41.0427,43.2613,11.6867,13.6387,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,13.522,18.7267
2012-03-14 01:30:00,18.5833,9.0,222.741,225.301,40.9627,43.2187,11.524,13.2,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,13.3787,18.6073
2012-03-14 01:45:00,18.4167,9.0,221.515,225.237,40.708,43.1653,11.7847,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,13.1973,18.5007
2012-03-14 02:00:00,18.2727,8.86667,222.304,226.56,40.6213,43.16,11.7033,13.1993,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,12.9067,18.36
2012-03-14 02:15:00,18.0973,8.0,222.411,227.211,40.712,43.16,11.6867,13.5093,0.0,0.65,0.0,0.0,0.0,0.0,-3.12,0,0,0,12.6573,18.2387
2012-03-14 02:30:00,17.9533,8.0,222.08,225.6,40.6547,43.16,11.7847,13.184,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,12.5453,18.09
2012-03-14 02:45:00,17.8173,8.4,222.432,225.355,40.672,43.176,11.4427,13.8013,0.0,0.694,0.0,0.0,0.0,0.0,-3.12,0,0,0,12.398,17.9553
2012-03-14 03:00:00,17.654,7.8,221.12,222.795,40.676,43.1653,11.768,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,12.29,17.8333
2012-03-14 03:15:00,17.5153,7.0,220.853,220.747,40.488,43.104,11.524,13.3467,0.0,0.65,0.168,0.0,0.0,0.0,-3.18533,0,0,0,12.176,17.7047
2012-03-14 03:30:00,17.3267,7.0,218.784,216.928,40.3333,42.872,11.7847,13.3467,0.0,0.65,0.508,0.0,0.0,0.0,-3.10733,0,0,0,12.1367,17.5733
2012-03-14 03:45:00,17.1553,7.0,216.373,217.216,40.4413,42.8507,11.6053,13.2653,0.0,0.65,0.0413333,0.0,0.0,0.0,-3.25067,0,0,0,12.072,17.4713
2012-03-14 04:00:00,17.0253,7.0,216.043,215.957,40.4253,42.8933,11.9473,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.12,0,0,0,11.9873,17.3667
2012-03-14 04:15:00,16.894,7.0,214.187,215.392,40.372,42.856,11.622,13.428,0.0,0.65,0.230667,0.0,0.0,0.0,-3.18533,0,0,0,11.9167,17.268
2012-03-14 04:30:00,16.7433,7.0,213.003,213.781,40.3133,42.752,11.7847,13.1027,0.0,0.65,0.663333,0.0,0.0,0.0,-3.17267,0,0,0,11.8633,17.126
2012-03-14 04:45:00,16.608,7.0,212.619,213.419,40.312,42.648,11.6053,12.7607,0.0,0.65,1.298,0.0,0.0,0.0,-3.25067,0,0,0,11.836,16.9933
2012-03-14 05:00:00,16.4307,6.66667,211.168,212.672,40.3413,42.672,11.6053,13.2653,0.0,0.65,0.706,0.0,0.0,0.0,-3.25067,0,0,0,11.7567,16.904
2012-03-14 05:15:00,16.2933,6.0,211.317,212.992,40.376,42.776,11.622,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.12,0,0,0,11.6907,16.83
2012-03-14 05:30:00,16.174,6.13333,211.2,213.856,40.372,42.8667,11.866,13.3467,0.0,0.782,0.0,0.0,0.0,0.0,-3.12,0,0,0,11.5713,16.7333
2012-03-14 05:45:00,16.036,6.8,210.304,214.005,40.4253,42.9387,11.768,13.3467,0.0,2.54133,0.0,0.0,0.0,0.0,-3.18533,0,0,0,11.3687,16.61
2012-03-14 06:00:00,15.9227,7.0,210.571,214.229,40.48,42.9787,11.524,13.672,0.0,66.166,0.0,0.0,0.0,0.0,-3.18533,0,0,0,11.2627,16.504
2012-03-14 06:15:00,15.8607,6.06667,211.072,214.197,40.4373,43.016,11.6053,13.8507,0.0,499.723,0.0,0.0,0.0,0.0,-2.19667,0,0,0,11.1727,16.3927
2012-03-14 06:30:00,15.74,6.0,211.093,214.496,40.448,43.0747,11.6053,19.6253,0.0,611.84,0.0,150.528,2042.88,738.304,6.454,0,0,0,11.1,16.282
2012-03-14 06:45:00,15.6427,6.0,211.467,217.077,40.44,43.0853,20.0447,23.44,0.0,612.651,0.0,4107.26,22017.0,7059.8,32.7267,0,0,0,11.03,16.178
2012-03-14 07:00:00,15.5307,6.0,213.557,219.68,40.4507,43.0507,21.328,23.44,0.0,614.507,0.0,7877.63,43632.0,16936.3,72.7547,0,0,0,11.0,16.1087
2012-03-14 07:15:00,15.4753,6.0,215.221,218.187,40.348,42.904,21.4893,23.5507,0.0,616.085,0.127333,9734.14,54998.4,26204.8,116.608,0,0,0,11.09,16.0233
2012-03-14 07:30:00,15.3773,6.33333,215.093,217.739,40.508,42.84,21.5073,23.44,0.0,617.408,0.0,11285.8,62906.4,35655.7,164.304,0,0,0,11.2253,15.99
2012-03-14 07:45:00,15.6793,7.0,215.424,216.928,40.556,42.064,21.3453,26.528,0.0,618.773,0.0,12533.8,69208.7,44455.3,214.869,0,0,0,11.4613,15.96
2012-03-14 08:00:00,16.2273,7.66667,215.509,218.464,40.6867,41.116,21.166,38.3507,0.0,619.413,0.0,13487.4,72149.7,51937.3,264.331,0,0,0,11.778,15.97
2012-03-14 08:15:00,16.6473,9.0,215.488,218.475,40.7867,40.5907,21.246,49.1547,0.0,620.139,0.0,14361.3,74227.7,59392.0,313.227,0,0,0,12.1447,15.9967
2012-03-14 08:30:00,17.0253,9.2,215.872,219.392,40.868,40.2613,27.3667,65.44,0.0,620.821,0.0,15451.5,75502.9,67114.3,361.685,0,0,0,12.57,16.038
2012-03-14 08:45:00,17.3987,9.73333,215.211,219.531,40.9867,39.98,32.492,83.0133,0.0,621.547,0.0,17179.3,75882.5,73408.5,406.677,0,0,0,13.0093,16.1227
2012-03-14 09:00:00,17.7927,10.0,216.181,220.523,40.9,39.62,41.516,107.493,0.0,622.357,0.0,18683.9,76455.9,79055.5,449.92,0,0,0,13.4953,16.246
2012-03-14 09:15:00,18.2633,11.6,215.413,220.779,40.6547,39.2147,41.4173,112.56,0.0,622.656,0.192,17724.8,78654.1,84863.7,495.829,0,0,0,14.0053,16.4007
2012-03-14 09:30:00,18.712,13.6667,216.811,233.909,40.2733,38.5987,49.7333,128.923,0.0,623.083,0.174,15824.9,75707.7,89205.4,533.163,0,0,0,14.52,16.6693
2012-03-14 09:45:00,19.2667,15.0,218.272,230.624,40.172,37.8773,51.9147,140.64,0.0,623.211,0.440667,14361.9,72237.1,93743.8,574.272,0,0,0,15.106,16.9007
2012-03-14 10:00:00,19.8067,15.6667,219.808,228.32,40.1813,37.096,51.5707,142.944,0.0,624.32,0.764667,13043.0,67125.2,95660.7,612.971,0,0,0,15.6,17.1213
2012-03-14 10:15:00,20.3413,17.0,221.44,228.448,40.22,36.3373,53.9013,143.2,0.0,624.32,0.392,11896.1,58480.0,95649.8,641.6,0,0,0,16.0653,17.3767
2012-03-14 10:30:00,20.8453,17.6667,225.109,262.859,40.3733,36.7587,81.6827,128.155,0.0,624.32,0.909333,11179.3,48507.6,95584.3,667.733,0,0,0,16.586,17.7033
2012-03-14 10:45:00,21.452,19.0,232.331,396.096,40.4653,39.972,81.4827,113.429,0.0,623.979,1.20267,10685.4,36554.1,95518.7,692.011,0,0,0,17.142,18.096
2012-03-14 11:00:00,21.788,19.0,238.752,436.309,40.832,40.688,81.7413,114.24,0.0,623.467,1.49733,10157.1,25960.4,95475.0,718.251,0,0,0,17.636,18.4513
2012-03-14 11:15:00,21.836,19.0,243.904,448.469,41.0307,41.2693,81.6613,112.64,0.0,623.04,1.868,9640.96,19033.4,95425.9,741.12,0,0,0,18.03,18.76
2012-03-14 11:30:00,21.6173,19.0,267.189,301.28,41.836,39.4267,81.4213,142.56,0.0,623.04,1.93467,9411.58,15601.0,95431.3,754.987,0,0,0,18.3747,19.122
2012-03-14 11:45:00,21.424,19.0,283.349,265.952,42.432,40.624,81.424,141.68,0.0,622.656,2.028,9777.15,13444.4,95382.2,763.52,0,0,0,18.6873,19.546
2012-03-14 12:00:00,21.6,19.0,322.869,310.432,43.0747,41.4853,81.4827,139.797,0.0,622.4,1.992,11366.1,11158.2,95354.9,771.627,0,0,0,18.9767,20.0367
2012-03-14 12:15:00,21.8587,19.7333,357.781,384.448,42.1147,41.824,81.6613,123.637,0.0,622.144,2.25667,14368.8,10135.6,95311.2,776.619,0,0,0,19.248,20.4673
2012-03-14 12:30:00,22.0573,19.4667,396.843,472.277,42.1467,42.1573,81.4427,116.672,0.0,622.229,1.81,18976.8,10092.5,95344.0,775.253,0,0,0,19.5893,20.832
2012-03-14 12:45:00,22.1907,19.0,445.248,475.051,42.4773,42.6587,81.3227,112.496,0.0,622.4,2.034,26528.4,9640.96,95354.9,771.456,0,0,0,19.9793,21.216
2012-03-14 13:00:00,22.34,19.0,445.803,472.363,44.2933,43.472,81.2613,112.496,0.0,622.101,1.952,37169.8,9017.34,95278.4,762.795,0,0,0,20.274,21.6253
2012-03-14 13:15:00,22.4707,19.0,428.928,438.592,43.0907,43.312,81.3413,112.411,0.0,621.76,1.90133,49610.8,8759.3,95300.3,749.952,0,0,0,20.5307,21.8947
2012-03-14 13:30:00,22.62,19.1333,436.117,445.824,43.2027,43.472,80.9227,112.581,0.0,621.461,2.008,62794.4,8902.66,95163.7,731.392,0,0,0,20.88,22.1773
2012-03-14 13:45:00,22.624,19.7333,401.237,421.611,43.0427,43.6587,81.1013,94.976,0.0,620.48,2.08933,72485.5,8967.17,91799.6,712.491,0,0,0,21.2107,22.3373
2012-03-14 14:00:00,22.692,20.0,378.453,356.352,42.8373,43.6027,81.0827,82.88,0.0,620.48,1.63933,81002.5,9053.18,86911.7,686.507,0,0,0,21.5027,22.4733
2012-03-14 14:15:00,22.7347,20.0,352.171,306.848,43.0427,43.3333,64.8453,82.8,0.0,620.352,1.872,88124.1,9218.05,81589.6,657.472,0,0,0,21.844,22.612
2012-03-14 14:30:00,22.78,20.0,308.576,297.813,43.7227,43.2533,51.416,62.1467,0.0,619.84,1.82067,91045.9,9447.42,75524.8,627.84,0,0,0,22.196,22.7813
2012-03-14 14:45:00,22.816,20.0,292.971,276.523,43.672,43.1067,50.6347,52.5893,0.0,619.84,1.96067,93498.0,9784.32,68381.4,594.283,0,0,0,22.3693,22.912
2012-03-14 15:00:00,22.8213,20.0,277.387,260.256,43.4987,43.0213,41.9733,45.0453,0.0,619.328,1.782,93066.6,9992.19,60907.5,558.443,0,0,0,22.32,22.992
2012-03-14 15:15:00,22.808,20.0,263.808,248.853,43.064,42.8987,38.6867,39.6987,0.0,619.2,2.03067,91258.9,9612.29,52974.9,518.827,0,0,0,22.136,23.088
2012-03-14 15:30:00,22.776,20.0,243.435,243.765,42.0827,42.624,31.0453,32.0533,0.0,618.816,1.84467,92160.0,8673.28,44761.1,476.373,0,0,0,21.8853,23.148
2012-03-14 15:45:00,22.7347,20.0,232.693,237.589,41.124,42.224,23.004,22.604,0.0,618.603,2.00933,91930.6,7985.15,36319.2,431.253,0,0,0,21.5827,23.164
2012-03-14 16:00:00,22.6907,19.8667,224.021,233.12,40.4133,41.952,20.8053,23.388,0.0,618.56,1.56,88861.4,7533.57,27955.2,383.637,0,0,0,21.2467,23.132
2012-03-14 16:15:00,22.608,19.0,219.52,229.899,39.9333,41.664,20.742,22.9467,0.0,618.56,1.636,88479.1,7347.2,21349.0,334.421,0,0,0,20.9627,23.128
2012-03-14 16:30:00,22.5613,19.0,216.501,226.869,39.2667,41.5227,20.9027,23.1093,0.0,618.091,1.498,82580.8,7081.98,16311.6,285.024,0,0,0,20.6947,23.0627
2012-03-14 16:45:00,22.484,19.0,216.619,221.515,38.8173,41.48,20.6607,22.9813,0.0,617.92,1.782,78711.5,6773.76,12907.9,234.805,0,0,0,20.4427,22.996
2012-03-14 17:00:00,22.3867,19.0,213.557,219.349,38.384,41.0613,20.562,23.144,0.0,617.323,1.246,70421.2,6207.49,10277.9,184.949,0,0,0,20.1167,22.9333
2012-03-14 17:15:00,22.2987,19.0,211.445,217.483,37.8173,40.8947,20.822,22.604,0.0,616.811,1.578,48251.2,4652.03,7182.34,116.075,0,0,0,19.8167,22.8213
2012-03-14 17:30:00,22.1787,18.8,210.795,215.936,37.912,40.776,20.9213,22.9467,0.0,615.573,1.254,2788.35,2386.94,1978.37,24.2627,0,0,0,19.5533,22.716
2012-03-14 17:45:00,22.064,18.2667,209.877,214.325,39.0733,40.9387,20.6607,22.7027,0.0,614.464,1.41867,2085.89,1734.66,1526.78,15.6347,0,0,0,19.3293,22.5893
2012-03-14 18:00:00,21.952,18.0,209.483,212.544,40.848,41.44,11.328,22.0213,0.0,613.973,0.780667,1103.87,473.088,451.584,5.62067,0,0,0,19.1287,22.484
2012-03-14 18:15:00,21.8613,18.0,210.315,213.035,42.32,42.048,11.328,13.46,0.0,585.813,0.650667,0.0,0.0,0.0,-2.58867,0,0,0,18.9267,22.3813
2012-03-14 18:30:00,21.74,17.3333,209.984,211.371,43.6133,42.7947,11.622,12.8587,0.0,111.133,1.11733,0.0,0.0,0.0,-3.64267,0,0,0,18.7113,22.2627
2012-03-14 18:45:00,21.624,16.0,210.101,210.581,44.5493,43.52,11.23,13.1993,0.0,3.772,0.821333,0.0,0.0,0.0,-3.708,0,0,0,18.4533,22.156
2012-03-14 19:00:00,21.496,16.0,210.304,210.507,45.2853,44.056,11.426,12.94,0.0,0.738,0.563333,0.0,0.0,0.0,-3.77333,0,0,0,18.2053,22.044
2012-03-14 19:15:00,21.3867,16.0,209.835,210.187,45.816,44.496,11.6053,13.004,0.0,0.65,0.08,0.0,0.0,0.0,-3.77333,0,0,0,17.9927,21.92
2012-03-14 19:30:00,21.2507,16.0,210.581,210.805,46.2747,44.944,11.328,13.3787,0.0,0.65,0.052,0.0,0.0,0.0,-3.512,0,0,0,17.7647,21.82
2012-03-14 19:45:00,21.1293,14.5333,209.835,211.136,46.184,45.056,11.6867,13.2813,0.0,0.65,0.564,0.0,0.0,0.0,-3.512,0,0,0,17.5673,21.6973
2012-03-14 20:00:00,21.028,14.0,209.728,210.496,46.9147,45.6667,11.3447,13.004,0.0,0.65,0.0,0.0,0.0,0.0,-3.708,0,0,0,17.3913,21.5627
2012-03-14 20:15:00,20.896,14.0,210.101,211.723,47.2987,45.8693,11.426,13.0213,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,0,0,0,17.2,21.4453
2012-03-14 20:30:00,20.816,14.0,210.016,211.019,47.3067,46.0667,11.6867,13.1833,0.0,0.65,0.0,0.0,0.0,0.0,-3.77333,0,0,0,16.996,21.304
2012-03-14 20:45:00,20.6813,14.0,210.4,211.616,45.8533,45.4533,11.328,12.94,0.0,0.65,0.48,0.0,0.0,0.0,-3.57733,0,0,0,16.8393,21.18
2012-03-14 21:00:00,20.572,12.5333,210.507,212.48,45.2,45.488,11.524,13.2967,0.0,0.65,0.783333,0.0,0.0,0.0,-3.77333,0,0,0,16.684,21.04
2012-03-14 21:15:00,20.4173,12.0,211.072,214.091,44.824,45.5253,11.6867,13.184,0.0,0.65,0.986667,0.0,0.0,0.0,-3.708,0,0,0,16.514,20.8987
2012-03-14 21:30:00,20.308,12.0,211.264,213.749,44.8347,45.6133,11.426,12.5167,0.0,0.65,0.576,0.0,0.0,0.0,-3.708,0,0,0,16.3467,20.7747
2012-03-14 21:45:00,20.1407,12.0,212.085,214.261,45.8827,46.232,11.6867,13.3627,0.0,0.65,0.218,0.0,0.0,0.0,-3.25067,0,0,0,16.166,20.652
2012-03-14 22:00:00,19.9987,12.0,212.384,214.229,46.352,46.4693,11.6053,12.8587,0.0,0.65,0.0386667,0.0,0.0,0.0,-3.316,0,0,0,16.0053,20.532
2012-03-14 22:15:00,19.9033,12.0,211.733,213.739,46.5333,46.752,11.426,13.6067,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,15.8253,20.4067
2012-03-14 22:30:00,19.7833,12.0,212.235,214.496,45.9653,46.5893,11.6053,13.1027,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,15.6493,20.264
2012-03-14 22:45:00,19.658,11.4667,212.064,214.357,45.736,46.8933,11.426,13.184,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,15.4293,20.136
